Welcome to the Bank Simulation!
We need some information to initialize your simulation...
How many tellers will you have? How many hours will your bank be open? How many customers do you expect per hour? What is the average transaction time (in minutes) of a customer? How many people can wait in your bank? Enter a seed: 
Individual Customer Service Information:
Customer        Arrival        Service          Queue         Teller      Time Serv      Time Cust      Time Serv     Time Spent
41             95.58           9.49              0              1         102.42           6.84         107.31          11.73
36             74.02           2.52              0              3          83.59           9.57         107.99          33.98
43             99.44           4.63              0              3         107.99           8.55         116.95          17.51
44             99.97           1.64              0              3         116.95          16.98         118.72          18.75
45            102.95           2.26              0              3         118.72          15.77         118.81          15.86
46            107.55          22.58              0              3         118.81          11.26         119.33          11.78
42             96.75           1.65              0              1         107.31          10.56         121.29          24.54
47            113.18          17.04              0              3         119.33           6.15         121.62           8.44
48            117.92           8.17              0              1         121.29           3.37         123.36           5.43
49            118.01            3.6              0              3         121.62           3.61            131          12.99
51            120.71           6.82              0              3            131          10.29         131.13          10.41
52            121.29            8.6              0              3         131.13           9.84         132.18          10.89
53            123.27           4.84              0              3         132.18           8.91         134.86          11.59
54            123.59           10.6              0              3         134.86          11.27         139.61          16.02
50            119.67           7.64              0              1         123.36           3.69         139.98          20.31
56            129.03           2.23              0              1         139.98          10.95         145.64          16.61
57            129.47           0.35              0              1         145.64          16.16         147.61          18.14
58            129.96           10.8              0              1         147.61          17.65         148.13          18.17
55            126.48          15.16              0              3         139.61          13.13         149.83          23.35
59            132.32           2.71              0              1         148.13          15.82         151.54          19.22
60            132.34           8.35              0              3         149.83          17.49         153.86          21.52
62            133.78           14.7              0              3         153.86          20.07         155.03          21.24
61            133.33           4.15              0              1         151.54          18.21         165.46          32.13
63            135.69           9.04              0              3         155.03          19.34         166.81          31.12
67            144.34           3.13              0              3         166.81          22.46          171.2          26.86
64             136.3          21.34              0              1         165.46          29.16         174.46          38.16
69            145.72           2.39              0              1         174.46          28.74         174.71          28.99
71            147.62           6.54              0              1         174.71          27.09         182.83           35.2
72            149.54           3.19              0              1         182.83          33.29         193.77          44.23
68            144.69           9.24              0              3          171.2          26.51          197.5          52.81
74            150.83           0.78              0              1         193.77          42.94         198.37          47.53
76            155.44          14.71              0              1         198.37          42.93         203.52          48.08
75            153.08           5.52              0              3          197.5          44.42         210.69          57.61
82             179.2           6.16              0              3         210.69          31.49         211.22          32.03
77            157.78           1.32              0              1         203.52          45.74         217.33          59.55
83            180.92           1.64              0              3         211.22          30.31         219.24          38.32
84             184.1           9.72              0              1         217.33          33.23         220.46          36.36
86            185.38            3.9              0              1         220.46          35.08         221.57           36.2
85            184.24          10.71              0              3         219.24             35         222.19          37.95
87            185.75           2.08              0              1         221.57          35.82         223.26           37.5
91               200           3.31              0              1         223.26          23.26         225.59          25.59
90            195.77          31.84              0              3         222.19          26.42         227.63          31.85
92            200.35           0.64              0              1         225.59          25.24         231.33          30.98
94            209.89           6.79              0              3         227.63          17.74         233.18          23.29
98            214.59          10.72              0              3         233.18          18.59         234.85          20.26
97            213.01           6.39              0              1         231.33          18.32         235.24          22.23
102           220.37           2.14              0              1         235.24          14.87         235.77           15.4
103           220.84            8.1              0              1         235.77          14.93         236.72          15.88
105            222.8          15.96              0              1         236.72          13.92         242.21          19.41
106           225.54           1.89              0              1         242.21          16.67         245.23          19.69
101            219.5           1.83              0              3         234.85          15.35         254.14          34.64
107           228.29          31.72              0              1         245.23          16.95         260.01          31.73
108           233.04          35.88              0              3         254.14           21.1         261.41          28.37
110           244.15           2.52              0              3         261.41          17.26         263.76          19.61
111           249.11           3.35              0              3         263.76          14.65            265          15.89
109           234.07           3.88              0              1         260.01          25.95         287.13          53.06
113           250.42            0.3              0              1         287.13           36.7         288.03          37.61
114           251.99           4.33              0              1         288.03          36.04         289.83          37.84
112           249.41           4.12              0              3            265          15.59         294.35          44.94
115           258.81           1.72              0              1         289.83          31.03         309.68          50.87
116           259.21           1.91              0              3         294.35          35.14         313.35          54.14
117           260.16           8.88              0              1         309.68          49.52         317.97          57.81
119           263.39           0.05              0              1         317.97          54.58         323.22          59.83
118           261.44          26.95              0              3         313.35          51.91         339.34           77.9
120           264.24           8.75              0              1         323.22          58.98         356.39          92.15
122           265.83          28.97              0              1         356.39          90.57         358.46          92.63
121           264.37           2.81              0              3         339.34          74.97         358.55          94.19
134           289.15           0.49              0              3         358.55          69.41         364.68          75.53
132           287.18           5.82              0              1         358.46          71.28         367.04          79.86
135           291.22          22.58              0              3         364.68          73.45         372.09          80.87
147           316.73           1.12              0              3         372.09          55.37         374.53           57.8
139           301.19          35.21              0              1         367.04          65.85         379.73          78.54
149           320.53           3.04              0              1         379.73           59.2         387.05          66.52
153           327.45           2.24              0              1         387.05           59.6         391.58          64.13
160           340.45           0.56              0              1         391.58          51.13         393.96          53.51
168           356.88           5.16              0              1         393.96          37.08         396.07          39.19
170           371.16           9.52              0              1         396.07          24.91         399.79          28.63
171           371.18           1.55              0              1         399.79          28.61          400.3          29.12
172           371.73            9.3              0              1          400.3          28.58         409.58          37.85
173            374.9           3.64              0              1         409.58          34.67         415.28          40.37
148           318.93           2.75              0              3         374.53          55.59         419.19         100.26
174           375.15            5.2              0              1         415.28          40.13         419.93          44.79
177           379.81           2.43              0              1         419.93          40.13         422.46          42.65
175           378.28            0.8              0              3         419.19          40.91         428.02          49.75
182           394.14           0.08              0              3         428.02          33.88         440.23          46.09
181           391.24           0.15              0              1         422.46          31.21         441.64           50.4
183           395.29           1.68              0              3         440.23          44.94         446.16          50.87
186           403.35          10.21              0              3         446.16          42.81         446.63          43.28
187           404.65           0.91              0              3         446.63          41.98         462.13          57.49
184           396.07           4.71              0              1         441.64          45.57         468.59          72.52
189           409.71          20.14              0              3         462.13          52.42         474.13          64.42
191           423.06           3.51              0              3         474.13          51.07         477.01          53.95
192           425.54           2.37              0              3         477.01          51.47            481          55.46
190           421.25           7.95              0              1         468.59          47.34         484.82          63.57
194           430.66           9.36              0              1         484.82          54.15         489.25          58.59
202           440.93           7.58              0              1         489.25          48.32         492.23           51.3
203           442.09          15.34              0              1         492.23          50.15         493.08          50.99
204           447.71           1.61              0              1         493.08          45.37         495.15          47.44
205           448.02           4.44              0              1         495.15          47.13         500.83          52.81
209           465.27            5.6              0              1         500.83          35.56         503.02          37.75
193           426.01           3.83              0              3            481             55         506.74          80.73
216           474.23           27.7              0              3         506.74          32.51          507.4          33.17
214           471.19           3.86              0              1         503.02          31.83         513.94          42.75
218           479.28          19.06              0              3          507.4          28.12         519.07          39.79


Customers who did not stay:
Customer        Arrival        Service
Id              Time           Time
----            ----           ----
65            136.63           0.41
66            139.47          12.34
70            146.44          15.34
73            149.61           0.82
78            159.36           2.09
79            161.21          19.49
80            163.99           6.36
81            165.12           6.56
88             188.5           4.09
89            189.33           1.55
93            202.48           3.61
95            210.29           0.65
96            210.58          18.51
99            216.15           2.11
100           216.31           1.54
104           221.31           25.2
123           268.75           3.21
124           271.55           0.19
125           273.75          17.96
126           274.67          17.09
127           278.05           3.66
128           279.68           0.48
129           280.46           2.75
130           281.39           0.82
131           284.24            4.1
133           287.18          10.36
136           291.56           5.92
137           292.49           8.33
138           293.64          16.12
140           304.57           6.89
141           304.81           0.46
142           304.94           1.12
143           307.51           1.87
144           308.38           1.02
145           308.78           8.45
146           309.11          20.73
150           321.13          11.36
151           321.42          13.93
152           322.66           1.13
154           327.99           8.37
155           330.64           3.53
156           332.69           1.59
157           333.11          10.25
158           337.46          25.48
159           338.28          13.54
161           341.26          17.93
162           342.63           2.06
163           351.63            0.3
164           352.93          13.34
165           355.29           0.78
166           355.35           1.55
167           355.41          18.77
169           357.31           8.49
176           378.52           1.59
178           385.98           4.23
179           386.17           6.13
180           386.47           2.92
185            398.6           6.86
188           409.04           7.87
195           431.45           0.35
196           431.65           0.08
197           434.22           1.68
198           436.91           9.76
199           438.13           6.31
200           438.38          19.31
201           439.48           3.61
206           453.66           3.38
207           459.62           7.43
208           460.65           4.61
210           465.74           3.23
211           466.69           8.12
212           467.46           3.27
213           467.75            7.3
215           472.13           5.85
217            476.8           0.37
Number of Tellers: 4
Number of Queues: 1
Max number allowed to wait: 10
Customer arrival rate (per hr): 30.0
Customer service time (ave min): 8.0
Number of customers arrived: 219
Number of customers served: 144
Num. Turned Away: 75
Num. who waited: 140
Average Wait: 25.099275691868293 min.
Max Wait: 90.56554847617991 min.
Std. Dev. Wait: 19.63121776596173
Ave. Service: 7.730807333028153 min.
Ave. Waiter Wait: 25.8163978544931 min.
Ave. in System: 32.87121330921034 min.


Individual Customer Service Information:
Customer        Arrival        Service          Queue         Teller      Time Serv      Time Cust      Time Serv     Time Spent
ID              Time           Time            Loc            Loc         Begins          Waits           Ends         in Sys
----            ----           ----           ----           ----           ----           ----           ----           ----
0               0.65           3.33             -1              0           0.65              0           3.99           3.33
2               3.39             10             -1              2           3.39              0          13.39             10
1               2.58          12.48             -1              1           2.58              0          15.06          12.48
6               7.48           6.32              2              2          13.39           5.91          18.15          10.66
3               4.78          14.84             -1              0           4.78              0          19.61          14.84
4               6.18           8.34              0              0          19.61          13.43          24.03          17.84
8                8.9           0.64              0              0          24.03          15.13          24.86          15.97
10             10.59           6.64              2              2          18.15           7.56          27.21          16.62
5               6.91           0.63              1              1          15.06           8.15          28.28          21.37
13              13.4          16.89              2              2          27.21          13.81          29.51          16.11
12             13.27           2.69              0              0          24.86          11.59          30.54          17.26
9               9.71           8.56              1              1          28.28          18.57          31.12          21.41
15             13.64          23.92              2              2          29.51          15.87          31.21          17.57
14             13.46          13.13              1              1          31.12          17.66          40.65          27.19
17             14.63           8.92              0              0          30.54          15.91          46.45          31.82
20                19           5.11              2              2          31.21          12.21          47.75          28.74
21             19.46           6.72              2              2          47.75          28.29          49.35          29.89
22              20.6           2.89              0              0          46.45          25.84          56.49          35.88
18             15.56          11.39              1              1          40.65          25.09           58.8          43.24
26             23.18           2.73              2              2          49.35          26.17          58.85          35.66
19             17.01             10              1              1           58.8          41.79          60.57          43.56
25             21.73          16.15              1              1          60.57          38.84          60.92          39.19
30             28.32           8.07              1              1          60.92          32.59          64.51          36.19
24              21.3          14.82              0              0          56.49          35.19          65.44          44.15
31             28.57           3.05              2              2          58.85          30.28          67.02          38.45
34             33.29           2.49              1              1          64.51          31.22          69.36          36.06
37             37.54           2.19              1              1          69.36          31.81          71.59          34.05
27             24.44          13.26              0              0          65.44          41.01          76.05          51.61
32             29.82           14.4              2              2          67.02           37.2          77.23          47.41
29             25.47           8.67              0              0          76.05          50.58          79.18          53.71
35             33.74          15.43              2              2          77.23          43.49          81.35          47.61
33             32.34          14.34              0              0          79.18          46.84          83.92          51.58
38             38.31           2.07              2              2          81.35          43.04          84.55          46.24
43             40.95           8.85              2              2          84.55          43.59          85.71          44.76
41             39.84           6.28              1              1          71.59          31.75          86.29          46.46
42             40.78           2.52              1              1          86.29          45.51          92.65          51.87
36              36.9           7.68              0              0          83.92          47.02          93.33          56.44
47             45.52          24.41              2              2          85.71          40.19          96.85          51.33
46             44.85            7.2              1              1          92.65           47.8          98.81          53.96
40             38.82           8.23              0              0          93.33          54.51          100.2          61.38
53             52.28           4.63              1              1          98.81          46.53         100.36          48.08
57             55.79          22.58              1              1         100.36          44.57         105.52          49.72
50             48.68           3.76              2              2          96.85          48.17         107.79          59.11
51             50.58           4.67              2              2         107.79          57.21         108.33          57.74
59             61.42           6.63              1              1         105.52          44.09         115.22           53.8
54             52.81           1.64              2              2         108.33          55.52         116.34          63.53
60             61.45           0.51              1              1         115.22          53.78         121.18          59.74
45             42.05           2.37              0              0          100.2          58.15         132.04          89.99
61             62.02           7.64              2              2         116.34          54.32          132.3          70.28
63             63.06           2.07              2              2          132.3          69.24         141.05          77.99
62             62.86           6.82              1              1         121.18          58.32          152.9          90.04
68             69.46           1.97              2              2         141.05           71.6         158.15          88.69
48             46.56           3.13              0              0         132.04          85.49         158.99         112.43
52             51.37           1.65              0              0         158.99         107.62         161.74         110.37
65             65.21           1.29              1              1          152.9          87.69         166.41          101.2
56             54.62           18.4              0              0         161.74         107.12         166.72          112.1
58             58.12          17.04              0              0         166.72          108.6         170.25         112.13
67             69.37           1.77              1              1         166.41          97.04         177.02         107.65
81             77.97           1.98              2              2         158.15          80.18         178.87          100.9
66             65.79          11.53              0              0         170.25         104.47         178.93         113.15
85             81.98           0.28              2              2         178.87          96.89         180.61          98.63
74             71.74           7.62              1              1         177.02         105.27         186.44          114.7
93             88.25           4.49              1              1         186.44          98.19         187.25          98.99
80             77.19           1.39              0              0         178.93         101.75         187.43         110.24
98             96.95           9.72              1              1         187.25          90.29         188.22          91.27
83              79.5           0.52              0              0         187.43         107.93         189.02         109.52
103            99.06          25.75              1              1         188.22          89.16         190.65          91.59
90             84.65           9.36              2              2         180.61          95.96          193.3         108.65
105           100.48           3.31              1              1         190.65          90.17         195.18           94.7
94              89.9          56.33              2              2          193.3         103.41         195.69         105.79
112           110.37          10.72              1              1         195.18          84.81         197.29          86.91
99             97.09          10.71              2              2         195.69          98.59         197.37         100.27
120           116.03           1.68              1              1         197.29          81.25         197.79          81.76
111           109.99           6.39              2              2         197.37          87.37         206.64          96.65
124           121.23          19.02              1              1         197.79          76.57            208          86.78
163            154.8           6.89              1              1            208           53.2         209.87          55.07
89             84.58          11.78              0              0         189.02         104.44         213.72         129.15
113           111.57           2.11              2              2         206.64          95.07         213.89         102.31
121           117.39          10.97              2              2         213.89          96.49         218.75         101.35
179           167.35           1.67              1              1         209.87          42.51         222.07          54.72
97             94.17           1.64              0              0         213.72         119.55         223.48         129.31
187           177.92           0.78              1              1         222.07          44.15         226.19          48.27
104           100.21          16.91              0              0         223.48         123.27          228.1         127.88
199           188.21           5.14              1              1         226.19          37.98         229.46          41.25
140           132.23           7.81              0              0          228.1          95.86         231.96          99.73
142           132.56           0.52              2              2         218.75          86.19         234.08         101.53
201           190.23           6.13              1              1         229.46          39.23         237.85          47.62
148           141.52           13.5              2              2         234.08          92.57         238.52             97
169           158.37          30.45              2              2         238.52          80.15         240.34          81.97
172           160.06           6.37              0              0         231.96           71.9          257.7          97.64
175           163.28           1.13              0              0          257.7          94.41         274.02         110.74
203           193.24           0.15              1              1         237.85          44.61         279.42          86.18
178           166.95           8.19              0              0         274.02         107.07         280.08         113.13
204            195.3           0.08              1              1         279.42          84.12         281.99          86.69
182            173.3          19.21              0              0         280.08         106.78         283.58         110.28
192           179.66           6.12              2              2         240.34          60.68         286.88         107.22
191           179.51          55.39              0              0         283.58         104.07         288.68         109.17
200           190.04           4.23              0              0         288.68          98.64         289.68          99.64
193           181.51           9.52              2              2         286.88         105.37         290.12          108.6
206           196.45           4.71              1              1         281.99          85.54         292.06          95.62
205           196.14           3.13              2              2         290.12          93.98         292.84           96.7
202           190.52           2.92              0              0         289.68          99.16         294.88         104.36
207           197.07           6.86              2              2         292.84          95.77         298.17          101.1
221           216.12           6.31              0              0         294.88          78.76         298.37          82.25
208           198.98           5.19              1              1         292.06          93.08         304.44         105.46
210           201.17            2.7              2              2         298.17          96.99          305.2         104.03
209           199.21          17.56              1              1         304.44         105.23         311.65         112.44
216           208.26           3.83              1              1         311.65         103.38         312.18         103.91
217           212.92           9.36              1              1         312.18          99.26         312.56          99.64
214           206.79          19.19              2              2          305.2          98.41         316.18         109.38
232            224.6            5.6              1              1         312.56          87.96         316.81          92.21
235           226.69           1.17              1              1         316.81          90.11         320.27          93.57
222           216.37          19.31              2              2         316.18          99.81         320.41         104.04
231           223.69          18.46              0              0         298.37          74.67          322.8           99.1
238           229.98           2.88              1              1         320.27          90.29         323.23          93.25
246           239.36           6.78              1              1         323.23          83.87         323.64          84.29
226           219.37          22.51              2              2         320.41         101.05         326.79         107.43
243           235.21           2.07              2              2         326.79          91.59          327.6          92.39
292              282          21.29              1              1         323.64          41.65         331.85          49.85
247           239.81          13.33              2              2          327.6          87.79         336.17          96.36
249           241.39           4.03              2              2         336.17          94.78         337.01          95.62
296           287.96          17.85              2              2         337.01          49.05         338.85          50.89
237           228.52           3.78              0              0          322.8          94.28         340.44         111.93
293           282.48          35.73              1              1         331.85          49.37          342.6          60.12
301            294.4          30.37              1              1          342.6           48.2         342.94          48.54
314           305.01           6.28              1              1         342.94          37.93         343.48          38.47
242           234.99           2.98              0              0         340.44         105.45         343.78         108.79
267           257.91           2.95              0              0         343.78          85.88         345.64          87.73
287           276.81           1.03              0              0         345.64          68.82          349.5          72.69
300           290.59          13.95              2              2         338.85          48.27         352.19           61.6
303            298.7           8.92              2              2         352.19          53.49         356.43          57.72
305           299.46          16.39              2              2         356.43          56.96         360.26           60.8
291           280.14           8.22              0              0          349.5          69.36         362.65          82.51
315            305.4           1.69              2              2         360.26          54.86         362.97          57.57
294           284.33           0.44              0              0         362.65          78.32         363.46          79.13
321           314.69           1.29              1              1         343.48          28.79         363.72          49.03
322           314.84          19.31              1              1         363.72          48.88         363.94           49.1
323           315.86           5.75              1              1         363.94          48.08         366.12          50.26
297           289.02           5.54              0              0         363.46          74.44         366.81          77.79
299           290.45           2.35              0              0         366.81          76.36         379.38          88.93
325           316.78          13.98              2              2         362.97           46.2          389.2          72.42
302           295.26          16.06              0              0         379.38          84.12         399.99         104.73
326           318.52           1.34              1              1         366.12           47.6         400.44          81.93
328           320.67          11.41              1              1         400.44          79.77         413.87           93.2
304              299          10.04              0              0         399.99         100.99         415.59         116.59
332           323.31           3.57              0              0         415.59          92.28         423.46         100.15
333           327.03              6              1              1         413.87          86.84            424          96.96
335           332.78           3.23              1              1            424          91.21         425.23          92.45
342            340.7            4.2              0              0         423.46          82.76         428.53          87.83
329           321.46           1.46              2              2          389.2          67.74         431.26          109.8
344           347.55           2.31              0              0         428.53          80.98         432.03          84.48
336           334.31           3.13              1              1         425.23          90.92         432.63          98.32
343            344.9           4.34              1              1         432.63          87.73          434.5           89.6
346           351.81           0.17              1              1          434.5           82.7         438.18          86.37
334           330.38           2.41              2              2         431.26         100.88         439.96         109.57
345           351.23          19.25              0              0         432.03           80.8         450.32          99.09
337           334.89           8.48              2              2         439.96         105.07         452.22         117.33
348           353.63            5.7              0              0         450.32          96.69         454.57         100.95
349           354.38            0.5              1              1         438.18           83.8         458.39         104.01
357           364.44           4.59              0              0         454.57          90.14         459.03           94.6
360           367.05           2.45              0              0         459.03          91.98         460.33          93.28
361           367.26          14.17              0              0         460.33          93.07         460.84          93.58
358           365.49          12.85              1              1         458.39           92.9         462.64          97.15
339           336.25          24.33              2              2         452.22         115.97         466.79         130.54
369            379.9           1.86              0              0         460.84          80.94         468.63          88.73
390           400.13          20.91              0              0         468.63           68.5         471.64          71.51
341           338.69           0.48              2              2         466.79          128.1         472.41         133.72
347           352.95           9.63              2              2         472.41         119.46         473.16         120.21
350           354.69           4.19              2              2         473.16         118.47         479.77         125.08
359           366.42            1.9              1              1         462.64          96.22         480.32         113.89
351            356.8           0.77              2              2         479.77         122.96         483.32         126.52
362           367.51          12.78              1              1         480.32         112.81         483.34         115.83
414           417.77           8.36              0              0         471.64          53.87         484.31          66.54
391           400.58           30.2              1              1         483.34          82.75         490.11          89.53
418           424.54           7.62              0              0         484.31          59.77         500.97          76.44
415           420.17           3.58              1              1         490.11          69.94         501.25          81.08
419           425.54           4.52              1              1         501.25          75.71         501.29          75.75
354           361.05           0.74              2              2         483.32         122.26         506.93         145.88
363           369.27           4.27              2              2         506.93         137.67         507.08         137.81
420           425.92          17.72              1              1         501.29          75.37         508.23          82.32
430           432.63           3.89              1              1         508.23           75.6         509.71          77.08
425           428.91          18.04              0              0         500.97          72.07         519.37          90.47
429            432.3           3.07              0              0         519.37          87.08         521.18          88.88
454           450.67           1.96              0              0         521.18           70.5         521.26          70.58
432           440.27           5.82              1              1         509.71          69.43         527.41          87.14
460           458.64           6.45              0              0         521.26          62.62         530.33          71.69
462           459.89           0.25              0              0         530.33          70.44         531.94          72.05
433           440.64           6.37              1              1         527.41          86.76         532.33          91.69
461           458.97           6.77              1              1         532.33          73.36         532.75          73.78
467           463.31          13.67              1              1         532.75          69.45         533.53          70.23
464           461.22           2.47              0              0         531.94          70.72         548.68          87.46
465           461.36          11.59              0              0         548.68          87.32         550.76           89.4
471           469.24           5.46              0              0         550.76          81.52         551.41          82.18
473           472.55          10.35              0              0         551.41          78.86         559.56          87.01
382           390.89           0.34              2              2         507.08         116.19         561.56         170.67
428           431.47          22.83              2              2         561.56         130.09          573.4         141.94
434           441.22           3.79              2              2          573.4         132.18         592.94         151.72
457           452.99           3.78              2              2         592.94         139.95         593.55         140.56
470            467.7          16.38              2              2         593.55         125.86         596.29         128.59
474           473.51           9.01              2              2         596.29         122.78         608.26         134.76
475           473.85           5.56              2              2         608.26         134.41          612.2         138.35


Customers who did not stay:
Customer        Arrival        Service
Id              Time           Time
----            ----           ----
69             69.58           9.41
70             69.61           1.05
71             70.28           2.71
72              70.3           8.35
73             71.29           4.15
75             72.16           9.04
76             72.77          21.34
77             72.93           0.41
78             73.09          12.34
79             75.77          10.22
82             78.57           2.88
84             81.13           7.66
86             82.19            4.9
87              82.4           0.78
88              83.2          13.92
91             84.98           6.34
92             85.51           7.38
95             90.38           4.39
96             92.15           0.25
100            97.36            3.9
101            97.74           2.08
102            98.23           4.09
106           100.83           0.64
107           102.96           3.61
108           103.51          13.81
109           105.21           1.58
110           105.37           1.19
114           111.73           1.54
115           111.94           3.12
116           112.68           1.83
117           113.54           2.14
118           114.01           1.12
119           114.93           1.87
122           117.98           1.89
123           120.72           5.74
125           122.11          35.88
126            122.2           1.67
127           123.14          40.34
128           123.17           0.53
129           123.41           5.49
130           124.17           2.52
131           127.96          14.78
132            128.8           1.19
133           129.13           4.07
134            129.2           6.25
135           129.83          27.27
136           130.28           1.72
137           130.68           1.91
138           131.63          27.11
139           131.64            5.1
141           132.25           3.39
143           133.26           5.84
144           133.85          28.97
145           136.78           3.21
146           139.58           0.19
147           140.59          17.96
149           141.78           6.55
150            141.9           3.09
151           142.43           3.74
152           142.58          11.39
153           142.64          11.76
154           142.86           5.82
155           142.87          10.36
156           143.61            1.8
157           143.73           8.31
158           144.83          22.58
159           145.16           5.92
160           146.09           8.33
161           147.25          16.12
162           148.69             19
164           155.04           0.46
165           155.17           1.12
166           157.49           1.87
167           157.74           1.02
168           158.14           8.45
170           158.47          25.99
171           158.75           8.84
173           160.44           2.41
174           160.82           1.15
176            164.3          33.17
177           164.86           2.15
180           168.07          17.41
181           169.92           3.27
183           173.44           3.27
184           174.44           5.45
185           174.96          36.03
186           175.03            5.2
188           177.99           1.55
189           178.04          18.77
190           178.37           2.07
194           181.53           1.55
195           181.66            9.3
196           182.07           2.43
197           184.84           3.64
198           185.08            5.2
211           201.82          20.14
212            202.6           4.66
213           204.81           2.52
215           207.67           9.92
218           213.36           0.35
219           213.56           0.08
220           213.71           1.68
223           216.41           3.61
224           217.47           5.93
225           217.86           4.61
227           219.48           15.5
228           219.88           1.23
229           220.99          22.54
230           221.84          23.87
233           225.07           3.23
234           226.02           8.12
236           226.79          13.75
239           230.85          10.26
240           230.94           9.93
241           231.94          19.06
244           236.63           2.19
245           236.91           0.66
248           239.82            5.3
250            242.2           7.16
251           243.02          11.11
252           244.23           8.28
253           246.26           9.37
254           246.31           3.05
255           246.85           4.11
256           247.46           3.09
257           248.45           4.84
258           248.89           9.97
259           249.93          14.54
260           250.07           2.16
261           250.55          28.88
262           252.61           2.57
263           253.47           8.66
264           254.89           0.96
265           256.44           14.1
266           257.18           2.88
268           259.19           7.52
269           259.36           2.07
270           259.95           3.76
271           260.47           3.09
272           262.93          12.39
273           263.22          18.55
274           263.59           0.66
275           263.95           13.4
276           264.77           6.85
277           264.81           1.56
278           265.19           1.57
279           265.54           2.57
280           265.66           8.08
281           265.72          10.71
282           265.73           2.34
283           266.87          11.89
284            268.3          10.09
285           269.91           3.52
286           271.43           0.09
288           277.14           6.02
289           277.84           17.2
290           278.99           3.44
295           284.64           2.13
298           289.05          12.21
306           299.52           0.41
307           299.55          19.21
308            299.7           0.19
309            300.2           4.46
310           301.63          17.68
311           303.48          13.19
312           304.21           5.12
313            304.4           0.35
316           305.91           8.92
317           307.85           2.49
318           310.15           5.09
319           311.26          15.78
320           311.42           9.85
324           315.87          19.41
327           320.15           1.03
330           321.57           9.74
331           322.27           0.85
338           335.94           8.72
340           336.26          10.98
352           357.14           6.61
353           359.44           6.49
355           361.37           8.83
356            361.7           1.22
364           369.45           6.88
365            369.9          10.88
366           372.82          24.14
367           374.69              8
368           377.15           4.06
370           381.52          11.39
371           381.73          11.02
372           381.98          17.65
373           382.02           0.56
374           383.62          14.26
375            384.2          16.27
376           384.96           8.09
377           385.33           2.81
378            386.5           2.31
379           387.94           11.8
380           388.55          10.16
381           388.75           2.49
383           391.36          16.39
384            393.7           1.15
385           394.16           1.62
386           394.35          24.69
387           397.26           3.74
388           397.82           1.96
389           398.27           9.93
392           401.31           1.97
393           402.51           2.39
394           402.54          15.44
395           402.74           2.04
396           403.31           2.89
397           406.33           8.95
398           406.51          55.01
399           406.82           1.06
400           407.65           9.29
