Welcome to the Bank Simulation!
We need some information to initialize your simulation...
How many tellers will you have? How many hours will your bank be open? How many customers do you expect per hour? What is the average transaction time (in minutes) of a customer? How many people can wait in your bank? Enter a seed: 
Individual Customer Service Information:
Customer        Arrival        Service          Queue         Teller      Time Serv      Time Cust      Time Serv     Time Spent
51            105.32           0.35              0              0         118.44          13.12         120.68          15.36
53            106.24           0.51              0              0         120.68          14.44          120.8          14.56
54            106.81           7.64              0              0          120.8          13.99         121.85          15.04
55            107.86           6.82              0              0         121.85             14         124.54          16.68
50            103.28           1.77              0              3         118.42          15.14         128.63          25.35
52            106.22           6.63              0              2         119.85          13.63         129.27          23.05
56            108.44           2.07              0              0         124.54           16.1         129.29          20.85
59            113.26          16.62              0              0         129.29          16.03          139.5          26.25
57            110.59           7.92              0              3         128.63          18.04         140.97          30.38
61             119.7           1.77              0              0          139.5          19.81         145.03          25.33
58            112.93           4.84              0              2         129.27          16.33         148.77          35.84
62            119.78           1.97              0              3         140.97          21.18         150.38           30.6
65             123.5           4.15              0              3         150.38          26.88         156.74          33.24
66            123.95           14.7              0              3         156.74          32.79         156.99          33.04
63            122.49           2.71              0              0         145.03          22.54         159.74          37.25
64             122.5           8.35              0              2         148.77          26.27         159.91           37.4
67            125.86           9.04              0              3         156.99          31.13         165.11          39.25
72            132.73           4.12              0              3         165.11          32.38         165.66          32.93
70            129.63           5.65              0              0         159.74           30.1          165.9          36.26
71            130.42           1.39              0              2         159.91          29.49         166.78          36.36
82            145.52           9.36              0              0          165.9          20.37         170.45          24.93
83            145.85           6.34              0              2         166.78          20.92         170.67          24.82
86            152.89          56.33              0              2         170.67          17.78         175.83          22.94
81            142.58           1.17              0              3         165.66          23.08         176.37          33.79
88            161.72           1.64              0              2         175.83          14.11         179.44          17.72
85            151.25           4.49              0              0         170.45           19.2         183.64          32.39
90            167.33           1.51              0              2         179.44           12.1         189.14          21.81
91            167.85          10.98              0              0         183.64          15.78         190.03          22.17
93            169.26          25.75              0              0         190.03          20.77         192.17           22.9
94            170.41          31.84              0              0         192.17          21.75         193.85          23.44
92            168.88           3.34              0              2         189.14          20.27         201.93          33.05
95            174.64           3.31              0              0         193.85          19.21         204.82          30.18
89             164.9          10.94              0              3         176.37          11.46         206.02          41.12
97            177.11          13.81              0              0         204.82           27.7         208.73          31.61
96            174.99           0.64              0              2         201.93          26.94         220.95          45.96
99            178.97           1.19              0              0         208.73          29.75         228.02          49.04
101            185.6           6.31              0              0         228.02          42.41         235.28          49.68
100            183.6           0.53              0              2         220.95          37.35         235.73          52.13
106            190.8           1.87              0              2         235.73          44.93         238.08          47.28
109           193.04           5.44              0              2         238.08          45.04         238.13          45.09
104            189.2           3.12              0              0         235.28          46.09         240.39          51.19
113           206.87            4.1              0              0         240.39          33.52         240.91          34.04
110           197.03           2.34              0              2         238.13           41.1         241.52          44.49
98            178.81           1.58              0              3         206.02          27.21         241.91           63.1
116           217.61           5.49              0              3         241.91           24.3         253.61             36
118           223.32           3.35              0              3         253.61          30.29         256.36          33.03
122           233.02           1.72              0              3         256.36          23.34         258.15          25.14
114           207.29           3.88              0              0         240.91          33.62         270.26          62.97
115           217.37           0.53              0              2         241.52          24.15         270.49          53.12
127           240.73           2.81              0              2         270.49          29.76         277.39          36.65
125           236.59          26.95              0              3         258.15          21.56            278          41.41
128           242.19           3.21              0              2         277.39          35.19         278.34          36.15
129           244.99           0.19              0              3            278          33.01         278.46          33.47
131           248.11          17.09              0              3         278.46          30.34         279.48          31.36
132           251.49           3.66              0              3         279.48          27.99         280.79           29.3
126           238.55           1.24              0              0         270.26          31.71         283.77          45.22
130           247.19          17.96              0              2         278.34          31.15         288.61          41.42
139           257.32           0.49              0              0         283.77          26.44          292.6          35.28
140            259.4          22.58              0              2         288.61          29.21         293.59          34.19
146           278.45           1.87              0              2         293.59          15.14         295.83          17.38
147           279.32            1.6              0              2         295.83          16.51         297.98          18.65
148           281.44          30.45              0              2         297.98          16.54         301.51          20.07
134            253.9           3.74              0              3         280.79          26.89         301.51          47.62
149           283.51          25.99              0              2         301.51             18         318.92          35.41
151           284.48           6.37              0              2         318.92          34.44         319.22          34.74
152           285.24           2.41              0              2         319.22          33.98         324.42          39.18
145           278.17           0.54              0              0          292.6          14.43         325.78          47.61
153           288.08           1.15              0              2         324.42          36.34         326.48          38.41
150           283.79           5.25              0              3         301.51          17.73            327          43.21
155           296.35           8.37              0              2         326.48          30.13         332.61          36.26
154           291.56           1.13              0              0         325.78          34.21         334.36           42.8
156              299           8.19              0              3            327             28         334.41          35.41
159           305.35           8.68              0              3         334.41          29.07         334.48          29.14
160           310.15           0.56              0              3         334.48          24.33         336.03          25.88
163           321.34          13.34              0              3         336.03           14.7         338.22          16.88
158           301.96           3.27              0              0         334.36           32.4         343.88          41.92
157            299.4           1.67              0              2         332.61          33.21         345.29          45.89
169           339.57          12.72              0              2         345.29           5.73         346.04           6.48
167           325.28           5.16              0              0         343.88           18.6         346.31          21.03
171           341.08           0.97              0              0         346.31           5.23         346.46           5.38
164           323.69           0.78              0              3         338.22          14.52         347.52          23.82
173           342.58           0.98              0              3         347.52           4.93          347.6           5.01
170           340.17          44.66              0              2         346.04           5.87         348.96           8.79
174           342.98           5.14              0              3          347.6           4.61         352.18            9.2
176           345.87           6.13              0              3         352.18           6.31         352.69           6.82
172           342.38          12.52              0              0         346.46           4.08         358.05          15.67
175           344.81           24.7              0              2         348.96           4.15         359.09          14.28
179           347.83           1.68              0              2         359.09          11.27         361.79          13.97
177           346.17           19.1              0              3         352.69           6.52         361.97           15.8
178            347.3           2.38              0              0         358.05          10.75         365.92          18.62
181           349.79           6.86              0              3         361.97          12.18         366.62          16.84
183           355.83           0.91              0              3         366.62           10.8         370.14          14.31
184           360.22            5.7              0              3         370.14           9.92          379.5          19.28
185           365.25           8.83              0              3          379.5          14.24         383.91          18.65
182           354.53          10.21              0              0         365.92          11.39          385.1          30.57
186           365.88           7.95              0              3         383.91          18.02         388.52          22.63
188           368.29           1.86              0              3         388.52          20.23         388.98          20.69
189           369.25          18.63              0              3         388.98          19.74         390.21          20.97
190            372.3           3.15              0              3         390.21          17.91         393.59          21.29
187            367.7           9.92              0              0          385.1          17.41         407.62          39.92
180           348.61           3.73              0              2         361.79          13.18         407.95          59.35
192           372.41          10.25              0              0         407.62          35.21         411.48          39.07
193           372.83          10.79              0              2         407.95          35.13         411.73           38.9
194           375.27           4.86              0              0         411.48          36.21         414.36          39.09
191           372.38           0.81              0              3         393.59           21.2         417.45          45.07
199           388.86           15.5              0              3         417.45           28.6         421.89          33.03
200           389.26           4.44              0              3         421.89          32.63         424.08          34.82
201           394.89           7.43              0              3         424.08          29.18         425.89             31
202           395.92           4.61              0              3         425.89          29.97         432.68          36.76
198           385.02          26.95              0              0         414.36          29.34         433.42           48.4
203           400.54             12              0              3         432.68          32.14          434.5          33.96
209           411.47           5.85              0              0         433.42          21.95         438.72          27.25
196           381.67           3.61              0              2         411.73          30.06         439.43          57.76
210           413.57          10.26              0              3          434.5          20.93          447.3          33.73
212           414.66          12.22              0              2         439.43          24.77         447.71          33.05
211           413.66           9.93              0              0         438.72          25.06         451.67          38.01
213           421.09           2.98              0              3          447.3          26.21         452.04          30.95
217           433.28          13.33              0              3         452.04          18.76          454.6          21.32
214            421.3           2.07              0              2         447.71           26.4         462.25          40.94
215           422.72          10.92              0              0         451.67          28.94         463.35          40.63
220           437.66           8.14              0              0         463.35           25.7         466.31          28.65
218           434.86          46.54              0              3          454.6          19.74         472.91          38.05
222           442.78            0.2              0              3         472.91          30.13         474.47          31.69
223           443.54            4.6              0              3         474.47          30.93         476.01          32.46
227           449.04          10.69              0              3         476.01          26.96         477.58          28.54
219           435.87           3.24              0              2         462.25          26.38         478.57           42.7
228           449.59           1.93              0              3         477.58             28         478.99          29.41
230           458.22           0.96              0              3         478.99          20.77         484.73          26.51
221           440.44          10.48              0              0         466.31          25.87         485.59          45.15
231           459.77           14.1              0              3         484.73          24.96         488.25          28.48
234           465.29           5.09              0              3         488.25          22.96         488.35          23.05
229           456.81           8.66              0              2         478.57          21.77         490.46          33.66
242           477.75           2.57              0              2         490.46          12.71         496.52          18.77
243           477.86           8.08              0              2         496.52          18.66         497.55          19.69
244           477.92          10.71              0              2         497.55          19.63         498.87          20.95
245           477.93           2.34              0              2         498.87          20.94         504.89          26.95
236           466.75           3.09              0              3         488.35          21.59         509.89          43.14
233           463.41           5.16              0              0         485.59          22.17         517.31           53.9
246           479.07          10.09              0              2         504.89          25.81         526.23          47.16


Customers who did not stay:
Customer        Arrival        Service
Id              Time           Time
----            ----           ----
22             37.99           5.69
23             38.17          14.82
25             40.74           5.01
27             41.63           3.77
28             43.05           8.67
37              64.9           8.58
38             65.08           8.23
39             67.37           6.28
41             68.49           8.85
60            115.91          11.53
68            126.47          21.34
69            126.79           0.41
73            133.22           2.39
74            133.94          15.34
75            135.12           0.52
76            136.76           7.66
77            137.61           3.19
78            137.68           0.82
79             138.9           4.03
80             139.1              9
84            146.38           7.38
87            155.14           4.39
102           188.28           6.25
103           188.81           0.63
105           189.94           1.83
107           191.08            8.1
108           191.55           25.2
111           197.51          10.99
112           198.94           5.55
117           218.36           2.52
119           223.62           4.12
120           224.64            0.3
121            226.2           4.33
123           233.42           1.91
124           234.37          27.11
133           253.13           0.48
135            254.1          11.39
136           255.13          11.76
137           255.36           5.82
138           255.36          10.36
141           259.73           5.92
142           260.66           8.33
143           261.82          16.12
144           269.37             19
161           310.97          17.93
162           312.33           2.06
165           323.76           1.55
166           323.81          18.77
168           325.72           8.49
195           376.84           0.99
197           383.13           5.93
204           401.94           1.88
205           402.74           3.82
206           404.77           3.09
207           405.59           1.17
208           407.41          13.75
216           422.89          11.66
224           444.57          12.32
225           445.34           3.97
226           446.55           1.72
232           461.24           2.88
235           465.81           2.37
237           469.22          12.39
238            469.5          18.55
239           469.87           0.66
240           470.24           13.4
241           471.09           6.85
Number of Tellers: 5
Number of Queues: 1
Max number allowed to wait: 10
Customer arrival rate (per hr): 30.0
Customer service time (ave min): 8.0
Number of customers arrived: 247
Number of customers served: 180
Num. Turned Away: 67
Num. who waited: 175
Average Wait: 21.1463976495399 min.
Max Wait: 46.08515865035136 min.
Std. Dev. Wait: 9.98208650335584
Ave. Service: 7.969927748702427 min.
Ave. Waiter Wait: 21.750580439526754 min.
Ave. in System: 29.75504230672978 min.


Individual Customer Service Information:
Customer        Arrival        Service          Queue         Teller      Time Serv      Time Cust      Time Serv     Time Spent
ID              Time           Time            Loc            Loc         Begins          Waits           Ends         in Sys
----            ----           ----           ----           ----           ----           ----           ----           ----
0               0.65           3.33             -1              0           0.65              0           3.99           3.33
2               3.39             10             -1              2           3.39              0          13.39             10
4               6.18           8.34             -1              3           6.18              0          14.52           8.34
1               2.58          12.48             -1              1           2.58              0          15.06          12.48
7               7.53           5.04              2              2          13.39           5.86          18.15          10.61
3               4.78          14.84             -1              0           4.78              0          19.61          14.84
5               6.91           0.63              0              0          19.61          12.71          22.51           15.6
8                8.9           0.64              3              3          14.52           5.63          23.44          14.54
12             13.27           2.69              2              2          18.15           4.87          24.86          11.59
14             13.46          13.13              3              3          23.44           9.98          26.17          12.71
6               7.48           6.32              1              1          15.06           7.58          26.45          18.97
17             14.63           9.52              3              3          26.17          11.54          27.87          13.24
13              13.4          16.89              2              2          24.86          11.46          30.54          17.13
11             11.05           0.22              1              1          26.45          15.41          40.85          29.81
23              20.2           0.71              3              3          27.87           7.67          43.56          23.36
18             15.56          13.78              1              1          40.85          25.29          44.99          29.43
19             17.93          16.43              1              1          44.99          27.06           46.6          28.66
20             18.06           5.11              2              2          30.54          12.48          47.52          29.46
26             24.11          13.26              3              3          43.56          19.44          50.28          26.16
21             18.51           4.59              2              2          47.52          29.01           52.2          33.69
10             10.59           6.64              0              0          22.51          11.92          54.89           44.3
29             25.15            2.3              1              1           46.6          21.45          56.09          30.94
33             29.88          16.54              1              1          56.09          26.22          56.19          26.31
16             13.68           8.47              0              0          54.89          41.21          56.66          42.98
38             34.85           2.07              1              1          56.19          21.34           56.7          21.85
22             19.61           4.49              0              0          56.66          37.04          58.95          39.33
28             25.07           8.67              2              2           52.2          27.12          61.16          36.08
43             37.65           0.68              1              1           56.7          19.05          64.34          26.69
48             41.08          10.04              1              1          64.34          23.26          64.42          23.33
25              23.9           5.01              0              0          58.95          35.04          67.55          43.65
30             25.86           8.07              2              2          61.16          35.29          72.69          46.83
49             41.87           1.76              1              1          64.42          22.55          72.77          30.91
31              26.1           3.05              3              3          50.28          24.18          72.79          46.69
32             27.92          15.91              3              3          72.79          44.87          73.31          45.39
34             30.31           3.83              3              3          73.31          43.01          76.72          46.41
51             47.87           6.78              1              1          72.77           24.9          77.51          29.64
40             35.36           8.23              3              3          76.72          41.35          77.89          42.52
45             38.69           3.78              3              3          77.89          39.19          79.21          40.51
35             30.93          15.43              2              2          72.69          41.76          88.03           57.1
27             24.21           2.71              0              0          67.55          43.34          88.89          64.68
53             48.43           2.11              1              1          77.51          29.08          89.29          40.86
37             34.08           2.19              0              0          88.89          54.81          89.44          55.35
50             45.97           3.76              3              3          79.21          33.24          90.34          44.38
42             37.34          18.15              0              0          89.44          52.09          93.99          56.64
55             49.44           2.26              3              3          90.34           40.9          94.43          44.99
39             35.18           8.58              2              2          88.03          52.85          97.75          62.57
60             57.45           4.18              1              1          89.29          31.84            100          42.55
61             58.79           2.32              1              1            100          41.21         100.53          41.75
64             59.62          16.62              1              1         100.53          40.91         108.55          48.92
59             55.79            3.6              3              3          94.43          38.64         111.34          55.55
44             37.97          41.67              2              2          97.75          59.78         111.56          73.59
67             62.72           0.35              1              1         108.55          45.83         113.98          51.26
71             64.99           3.99              1              1         113.98          48.99         115.65          50.66
52             48.28          10.75              2              2         111.56          63.28          117.3          69.01
54             48.84          11.95              2              2          117.3          68.46         117.83          68.99
57             54.04          17.04              2              2         117.83          63.79         118.78          64.74
69             64.05           0.13              3              3         111.34          47.29         122.33          58.28
65              61.5          15.16              2              2         118.78          57.28         124.27          62.77
77             69.24          19.51              3              3         122.33          53.09         125.68          56.44
47             39.86           2.67              0              0          93.99          54.13         125.83          85.97
58              55.7           8.17              0              0         125.83          70.13         127.55          71.85
68             63.21           10.8              2              2         124.27          61.05         128.33          65.12
82             73.02           6.54              3              3         125.68          52.67         132.95          59.93
76             67.93          11.36              2              2         128.33           60.4         133.44           65.5
81              72.3           2.39              2              2         133.44          61.14         133.49          61.19
72             65.57            1.8              1              1         115.65          50.09         134.94          69.38
74             67.22           9.04              1              1         134.94          67.73         135.46          68.25
62             59.15           7.92              0              0         127.55           68.4         136.43          77.27
85             74.93           4.03              2              2         133.49          58.56         136.87          61.94
80              71.8           4.12              1              1         135.46          63.66         138.27          66.47
83             74.11           3.19              3              3         132.95          58.84         140.76          66.66
84             74.18           0.82              1              1         138.27           64.1         141.48          67.31
86             75.13              9              3              3         140.76          65.64         144.46          69.33
101            93.36          25.75              2              2         136.87          43.51         148.57          55.22
89             78.61           6.34              3              3         144.46          65.85         150.28          71.68
106            97.77           6.79              2              2         148.57           50.8         152.29          54.52
88             77.75          14.71              1              1         141.48          63.73         158.58          80.82
63              59.3           4.84              0              0         136.43          77.12          165.4          106.1
90             79.13           7.38              3              3         150.28          71.15         166.41          87.28
66             62.28           2.23              0              0          165.4         103.13         167.64         105.36
73             66.03           7.62              0              0         167.64         101.61         169.23          103.2
75             67.83           1.29              0              0         169.23          101.4          170.9         103.07
91             80.09           6.36              3              3         166.41          86.31         177.01          96.92
100            92.97           3.34              1              1         158.58           65.6         184.57           91.6
121           111.77           5.55              2              2         152.29          40.53          187.5          75.74
125            119.7           3.03              2              2          187.5          67.81         187.57          67.88
126           120.33          19.83              2              2         187.57          67.25         189.12           68.8
109           100.89           6.39              1              1         184.57          83.68         191.99           91.1
102            94.51          13.19              3              3         177.01           82.5         194.94         100.43
110           102.47          10.72              1              1         191.99          89.52         195.62          93.16
104            95.65           0.64              3              3         194.94          99.29         195.92         100.27
79              71.8           1.39              0              0          170.9          99.11         196.38         124.59
119           108.55          15.96              1              1         195.62          87.07         200.83          92.28
128           124.95            0.3              2              2         189.12          64.17         201.84          76.89
129           125.05           4.33              2              2         201.84          76.79         203.03          77.98
98             89.85            3.9              0              0         196.38         106.54          203.7         113.86
99             90.23           2.08              0              0          203.7         113.48         203.86         113.63
124           114.87           3.88              1              1         200.83          85.96         205.06          90.19
103             95.3           3.31              0              0         203.86         108.56         205.96         110.66
127           124.02           1.19              1              1         205.06          81.04         206.74          82.72
133           133.77           1.24              2              2         203.03          69.26         207.56          73.79
135           138.61          11.19              2              2         207.56          68.95         208.07          69.46
122           112.86          19.02              3              3         195.92          83.05         208.44          95.58
131           126.99           3.81              0              0         205.96          78.97         210.67          83.68
139           143.42           3.09              2              2         208.07          64.65         213.26          69.84
130           126.51            1.6              3              3         208.44          81.93         216.31          89.79
137           143.14           13.5              3              3         216.31          73.17         219.46          76.32
144           145.13           7.86              2              2         213.26          68.13         223.17          78.04
134           135.96           5.84              1              1         206.74          70.78         225.72          89.77
140           144.06           3.74              3              3         219.46          75.41         229.22          85.17
148           149.13           8.33              2              2         223.17          74.04         230.75          81.62
132           131.87           2.35              0              0         210.67           78.8         230.81          98.94
143           144.49           0.01              3              3         229.22          84.74         233.34          88.85
141            144.1          11.39              0              0         230.81          86.71         236.41           92.3
145           145.58           0.49              3              3         233.34          87.77         236.43          90.85
149           150.29           30.2              3              3         236.43          86.14         239.31          89.02
136           138.65            8.8              1              1         225.72          87.07         241.06         102.41
150           152.72          13.51              2              2         230.75          78.03         242.75          90.03
166           167.51           3.53              3              3         239.31           71.8          243.3          75.79
138            143.3           6.55              1              1         241.06          97.76         244.04         100.75
182            187.9           2.19              2              2         242.75          54.85         244.57          56.67
165           165.42           2.15              0              0         236.41          70.99          244.8          79.38
167           169.56          10.25              0              0          244.8          75.24         248.83          79.27
171           177.31           5.45              3              3          243.3             66         256.63          79.33
142           144.26          11.76              1              1         244.04          99.78         256.85         112.59
185           196.27           1.59              3              3         256.63          60.36          259.2          62.92
197           212.51           8.83              3              3          259.2          46.68         260.15          47.64
168            173.1           3.27              0              0         248.83          75.73         261.78          88.67
169           173.91           8.68              0              0         261.78          87.86         266.87          92.95
202           214.66           12.2              3              3         260.15           45.5         268.86           54.2
203              217           0.35              3              3         268.86          51.86         269.31          52.32
158           159.48           1.12              1              1         256.85          97.37         275.15         115.68
206           219.76           4.86              3              3         269.31          49.55         279.41          59.65
186           197.56           2.43              0              0         266.87          69.31         280.26          82.71
181           185.52          12.69              1              1         275.15          89.63         283.38          97.85
190           204.33           0.08              0              0         280.26          75.93         285.47          81.14
183           190.23           2.43              2              2         244.57          54.34         291.11         100.88
188           202.93           2.92              2              2         291.11          88.18          291.3          88.37
189           203.73          11.59              2              2          291.3          87.56          293.3          89.56
216           230.49           4.61              3              3         279.41          48.91         303.22          72.72
194           208.12           0.91              2              2          293.3          85.18         306.49          98.37
195           210.26            2.7              2              2         306.49          96.24         306.54          96.29
192           206.41          10.13              0              0         285.47          79.06         315.84         109.43
196           211.68          46.16              0              0         315.84         104.16         316.25         104.57
219            233.8           3.27              3              3         303.22          69.42         316.32          82.52
184           196.03            0.8              1              1         283.38          87.35         317.03            121
224           237.54           0.37              3              3         316.32          78.78         317.12          79.59
187           201.39           0.75              1              1         317.03         115.63         323.03         121.63
198           212.84           7.95              0              0         316.25         103.41         324.45         111.61
200           214.02           2.37              2              2         306.54          92.52         325.95         111.93
217           230.96           1.88              0              0         324.45          93.49          326.3          95.33
201           214.49           3.83              2              2         325.95         111.46         326.43         111.94
225           240.02          19.06              3              3         317.12           77.1         330.53          90.51
210           224.23           4.61              2              2         326.43          102.2         330.63         106.41
191           205.48           3.13              1              1         323.03         117.55         331.74         126.27
193            207.7           9.28              1              1         331.74         124.04         338.63         130.92
232           243.53           6.32              3              3         330.53             87         343.68         100.15
246           259.31           6.19              3              3         343.68          84.37         344.49          85.18
199           213.14          19.19              1              1         338.63         125.48         345.11         131.97
218           231.77           3.82              2              2         330.63          98.86         349.88         118.11
211           226.16          22.51              1              1         345.11         118.95         353.06         126.89
231           243.08           6.78              2              2         349.88          106.8         356.76         113.68
223           237.53           27.7              0              0          326.3          88.77         361.74         124.21
247           259.94           5.87              3              3         344.49          84.55         370.72         110.78
248           260.66          16.33              3              3         370.72         110.06         371.87         111.21
233           244.85           3.24              0              0         361.74         116.89            376         131.15
236           252.04           9.37              2              2         356.76         104.72         377.37         125.33
235           249.42           8.28              0              0            376         126.58         379.75         130.32
227            241.2           0.85              1              1         353.06         111.85         382.03         140.83
234           246.64           8.14              1              1         382.03         135.39         384.96         138.31
260           268.88           8.08              3              3         371.87         102.99         386.08          117.2
292           292.56           4.46              2              2         377.37          84.81         386.61          94.05
245           258.52           8.66              1              1         384.96         126.43         387.34         128.82
293           292.75          17.68              2              2         386.61          93.86         388.66          95.91
250           262.84           2.07              0              0         379.75         116.91         389.39         126.55
272           275.42           7.43              1              1         387.34         111.92         389.65         114.23
256           266.92           3.41              0              0         389.39         122.47         390.11          123.2
281            281.6           2.73              0              0         390.11         108.51         390.13         108.53
284           285.58           3.43              0              0         390.13         104.54         393.15         107.56
294            294.6           3.68              2              2         388.66          94.06         397.61         103.01
308            307.7           3.64              2              2         397.61          89.91         397.84          90.14
318           316.24           3.57              0              0         393.15          76.91         398.35          82.11
264           270.09           6.41              3              3         386.08         115.99         403.21         133.12
309           308.76          13.98              2              2         397.84          89.08          405.7          96.94
320           319.95           9.61              0              0         398.35           78.4         406.71          86.77
277           279.79           3.24              3              3         403.21         123.42         407.23         127.44
327           326.42          13.34              0              0         406.71          80.29         407.67          81.25
328           327.26          16.81              2              2          405.7          78.44         407.93          80.68
304           305.29           0.53              3              3         407.23         101.94         409.01         103.72
329           327.34           0.54              0              0         407.67          80.33         411.17          83.83
319           319.35           8.57              3              3         409.01          89.66          416.8          97.46
363              362          19.71              0              0         411.17          49.17         419.87          57.86
322           321.48           3.13              3              3          416.8          95.32         420.48             99
330           327.77           1.85              2              2         407.93          80.17         425.97           98.2
335           335.28           2.71              3              3         420.48          85.19         432.74          97.46
334           334.08           4.23              2              2         425.97          91.89         433.75          99.68
345           344.63           3.35              3              3         432.74          88.11         434.11          89.48
346           344.69           2.18              3              3         434.11          89.42         437.02          92.34
354            351.4           1.79              2              2         433.75          82.36          438.6          87.21
375           376.87           2.25              0              0         419.87             43         440.08          63.21
373           372.76           1.62              3              3         437.02          64.27         442.41          69.65
378           379.84          13.42              0              0         440.08          60.24         444.54           64.7
283           284.25          12.38              1              1         389.65          105.4         444.66         160.41
321           319.96           3.23              1              1         444.66          124.7         444.91         124.95
383           390.09           3.35              0              0         444.54          54.45         445.83          55.74
374           372.95          24.69              3              3         442.41          69.46         446.66          73.71
384           390.41           5.86              0              0         445.83          55.42          448.3          57.89
388           393.05           0.72              3              3         446.66           53.6         451.09          58.04
401           404.14            7.4              3              3         451.09          46.96         452.52          48.38
358           359.31           1.86              2              2          438.6          79.29         453.17          93.86
406           409.33          12.43              3              3         452.52          43.19         455.53           46.2
410           413.37           1.34              3              3         455.53          42.16         456.28          42.91
385           390.69           2.17              0              0          448.3          57.61         460.53          69.84
389           394.78          18.29              0              0         460.53          65.75         463.97          69.19
396           400.27           9.63              0              0         463.97           63.7         466.52          66.25
413           421.37           5.82              3              3         456.28          34.91         466.62          45.25
324           323.11            1.3              1              1         444.91          121.8         467.41          144.3
377           379.54           15.6              2              2         453.17          73.63         475.54          96.01
382           389.83           9.45              2              2         475.54          85.72         477.02          87.19
415           421.74           3.79              3              3         466.62          44.88         477.76          56.02
431           434.98           2.53              3              3         477.76          42.78         479.57          44.59
433           436.89           4.26              3              3         479.57          42.68         479.65          42.76
333            332.4           0.17              1              1         467.41         135.01         485.81          153.4
434           437.38           7.66              3              3         479.65          42.27         488.72          51.35
405           406.83           2.05              0              0         466.52          59.68         490.13           83.3
440           444.33           6.77              3              3         488.72          44.39         490.33             46
341           340.29           6.47              1              1         485.81         145.52         490.73         150.44
445           448.29          17.68              3              3         490.33          42.04         490.75          42.46
347           345.73          12.85              1              1         490.73            145         491.51         145.78
355           353.06          24.14              1              1         491.51         138.45         492.17          139.1
447           451.66          19.36              3              3         490.75           39.1         492.83          41.17
387           392.41           8.09              2              2         477.02           84.6         494.72          102.3
379           384.77           1.97              1              1         492.17          107.4         500.31         115.55
380           385.97           0.89              1              1         500.31         114.35         500.93         114.96
381           387.39           2.89              1              1         500.93         113.54         503.66         116.27
449           453.06           5.46              3              3         492.83          39.77         504.68          51.62
407           411.16          14.46              0              0         490.13          78.98         506.87          95.72
451           456.42           5.18              3              3         504.68          48.26         508.61          52.19
408           411.43          22.83              0              0         506.87          95.45         508.63          97.21
452           457.33           9.01              3              3         508.61          51.28          511.3          53.97
414           421.48           6.37              0              0         508.63          87.16         513.95          92.47
