Welcome to the Bank Simulation!
We need some information to initialize your simulation...
How many tellers will you have? How many hours will your bank be open? How many customers do you expect per hour? What is the average transaction time (in minutes) of a customer? How many people can wait in your bank? Enter a seed: 
Individual Customer Service Information:
Customer        Arrival        Service          Queue         Teller      Time Serv      Time Cust      Time Serv     Time Spent
44             83.22           7.62              0              2          90.51           7.29         107.56          24.33
45              85.6           6.78              0              0          98.92          13.32          108.3           22.7
47             87.17          11.95              0              0          108.3          21.13         108.43          21.26
46             86.01          10.75              0              2         107.56          21.55         109.33          23.32
48             88.39           18.4              0              0         108.43          20.03         109.48          21.09
42              80.6          26.25              0              1          88.66           8.06         111.17          30.57
41             80.16           3.13              0              3          88.65           8.49         111.23          31.07
49             91.89          18.97              0              2         109.33          17.44         112.01          20.13
50             92.33           8.17              0              0         109.48          17.15         112.19          19.86
53              94.2           2.29              0              2         112.01          17.81         113.81          19.61
51             92.41            3.6              0              1         111.17          18.76         115.16          22.75
52             94.07            0.1              0              3         111.23          17.16         115.39          21.31
63            110.48           0.08              0              3         115.39           4.91          125.6          15.12
54             96.11           4.18              0              0         112.19          16.08         126.89          30.78
64            112.57           7.62              0              3          125.6          13.04         129.64          17.07
66            114.37           1.29              0              3         129.64          15.27          130.8          16.44
61            107.63           0.35              0              1         115.16           7.53         134.67          27.04
57            100.31           4.84              0              2         113.81           13.5         135.15          34.84
68            117.56           5.65              0              1         134.67          17.11         136.76           19.2
65            113.75           9.04              0              0         126.89          13.14         140.81          27.06
69            118.34           1.39              0              2         135.15          16.81         142.53          24.19
67            114.47          11.36              0              3          130.8          16.33         142.58          28.11
70            120.65           4.12              0              1         136.76          16.11         143.12          22.47
73            123.05           0.52              0              3         142.58          19.54         144.23          21.18
78            129.08           5.52              0              3         144.23          15.15         144.77           15.7
71            121.14           2.39              0              0         140.81          19.67         145.21          24.06
72            121.86          15.34              0              2         142.53          20.67          149.4          27.54
80            133.77           1.32              0              0         145.21          11.44         149.76          15.99
81            135.36          19.49              0              2          149.4          14.04         150.95          15.59
79            131.43          14.71              0              3         144.77          13.34         155.48          24.05
77            126.83           0.78              0              1         143.12          16.29         155.86          29.03
86            143.63          10.94              0              1         155.86          12.22         161.01          17.38
83            139.78          56.33              0              2         150.95          11.17         167.86          28.08
84            142.03          26.31              0              3         155.48          13.45         168.67          26.64
88            146.44           2.08              0              2         167.86          21.42         174.65           28.2
87            146.06            3.9              0              1         161.01          14.95         174.83          28.76
82            138.14           4.49              0              0         149.76          11.62         175.51          37.37
92            158.33           0.64              0              0         175.51          17.18         177.63          19.29
89            149.19           4.09              0              3         168.67          19.48         178.38          29.19
94            167.87           1.58              0              3         178.38           10.5          180.2          12.33
90            150.02           4.59              0              2         174.65          24.63         181.04          31.02
91            157.98           3.31              0              1         174.83          16.84         181.08           23.1
95            168.03           1.19              0              3          180.2          12.17         181.88          13.85
96            172.66           0.53              0              2         181.04           8.38         186.48          13.81
98            177.35           0.63              0              3         181.88           4.54         187.62          10.27
93            160.46           3.61              0              0         177.63          17.17         190.41          29.95
100           178.47           3.47              0              3         187.62           9.15         191.53          13.06
102           179.28            8.1              0              3         191.53          12.24         195.63          16.34
103           179.75           25.2              0              3         195.63          15.87         196.16          16.41
97            174.66           6.31              0              1         181.08           6.41         197.04          22.38
104           181.24          10.97              0              3         196.16          14.91          197.1          15.86
106           184.57           5.55              0              3          197.1          12.53         200.13          15.56
105           181.83           1.89              0              1         197.04          15.22         202.53          20.71
99            177.73           3.12              0              2         186.48           8.75          205.5          27.77
108           193.47          40.34              0              1         202.53           9.06         205.88          12.41
109           198.29           2.52              0              2          205.5           7.21         207.22           8.92
110           203.25           1.19              0              1         205.88           2.63         207.49           4.24
111           204.28           4.07              0              2         207.22           2.93         209.13           4.85
113           205.44          27.27              0              2         209.13           3.69         214.23           8.79
107            192.5           1.67              0              3         200.13           7.63         214.91          22.41
115           214.03           2.35              0              3         214.91           0.88         214.96           0.93
112           204.36           6.25              0              1         207.49           3.13         216.36          12.01
114           207.26           3.81              0              2         214.23           6.98         222.05          14.79
101              179           1.87              0              0         190.41          11.41          226.3          47.29
117           221.08           8.75              0              0          226.3           5.22         226.48            5.4
118           221.21           2.81              0              0         226.48           5.27         235.28          14.07
119           222.67          28.97              0              0         235.28          12.61         236.11          13.44
120           225.59           3.21              0              0         236.11          10.51         247.87          22.27
121           228.39          17.96              0              0         247.87          19.48          249.2          20.81
116           220.77           3.39              0              2         222.05           1.28          251.4          30.63
122           229.31          17.09              0              0          249.2          19.88         255.11           25.8
124           234.33           0.48              0              0         255.11          20.79         274.11          39.79
125            235.1           2.75              0              0         274.11          39.01         275.23          40.13
123           232.69           3.66              0              2          251.4          18.71          281.6          48.91
127           237.06           0.91              0              2          281.6          44.54         282.74          45.68
128           238.52           0.01              0              2         282.74          44.23         283.87          45.35
126           236.04          11.39              0              0         275.23          39.19         284.07          48.03
129           241.11           7.86              0              2         283.87          42.77         286.11             45
130           241.56           0.49              0              0         284.07          42.51         286.22          44.66
132           249.28           3.72              0              2         286.11          36.83         294.48           45.2
133           251.36           4.62              0              0         286.22          34.86         296.82          45.46
135           258.77           6.89              0              0         296.82          38.05          300.1          41.33
143           277.42           5.25              0              0          300.1          22.67         319.31          41.89
134           255.39          35.21              0              2         294.48          39.09         319.96          64.57
146           281.71          13.93              0              2         319.96          38.25         328.55          46.83
147           282.96          19.15              0              2         328.55          45.59         329.52          46.56
148           291.25           3.53              0              2         329.52          38.27         330.32          39.07
149            293.3           1.59              0              2         330.32          37.02          331.3             38
150           293.72          10.25              0              2          331.3          37.58         332.89          39.17
151           298.07          13.54              0              2         332.89          34.82         335.32          37.25
152           300.24           0.56              0              2         335.32          35.08         336.51          36.27
153           301.06          17.93              0              2         336.51          35.45         341.04          39.98
154           302.42           2.06              0              2         341.04          38.62         343.42             41
162           320.08           6.12              0              2         343.42          23.34         345.53          25.44
163           321.94          12.69              0              2         345.53          23.59         349.25          27.31
168           328.55            5.2              0              2         349.25           20.7         349.76          21.21
169           331.68           5.14              0              2         349.76          18.08         359.04          27.36
170           333.51           24.7              0              2         359.04          25.53         364.73          31.22
171           334.57           0.75              0              2         364.73          30.17         369.39          34.82
144           278.11           6.37              0              0         319.31           41.2          374.7          96.59
173           340.88           0.15              0              0          374.7          33.82         378.21          37.34
172            336.1           2.92              0              2         369.39          33.29         378.23          42.12
174           343.78           0.08              0              0         378.21          34.44         380.08           36.3
175           344.92           1.68              0              2         378.23           33.3         382.06          37.14
177           348.24           6.86              0              2         382.06          33.82         386.92          38.69
176            345.7           4.71              0              0         380.08          34.37         389.44          43.74
178           352.98          10.21              0              2         386.92          33.94         392.86          39.87
181           359.34          20.14              0              2         392.86          33.51         394.47          35.12
182           370.88           2.52              0              2         394.47          23.58          395.7          24.81
183           372.87           7.24              0              2          395.7          22.82         400.13          27.26
184           377.67           9.92              0              2         400.13          22.46         405.73          28.06
185           378.26          18.63              0              2         405.73          27.47          406.9          28.64
179           354.28           0.91              0              0         389.44          35.16         411.95          57.67
187            381.4           0.81              0              0         411.95          30.55         414.83          33.43
190           384.28           6.31              0              0         414.83          30.55          415.2          30.92
186           381.31           3.15              0              2          406.9          25.58         423.12          41.81
193           387.09           7.58              0              0          415.2          28.11         425.13          38.04
195           392.07           0.46              0              2         423.12          31.05         427.55          35.48
196           395.95          22.54              0              0         425.13          29.18         428.11          32.17
197           396.79          23.87              0              2         427.55          30.76         438.47          41.68
200            402.8           1.88              0              2         438.47          35.67         442.51          39.71
203           406.46            7.3              0              2         442.51          36.05         445.74          39.29
204           409.89           3.86              0              2         445.74          35.85          452.9          43.01
206           412.94           27.7              0              2          452.9          39.97         463.38          50.44
198           398.65           4.12              0              0         428.11          29.46         469.69          71.04
208           420.27          12.22              0              0         469.69          49.42         475.56          55.29
207            415.5           3.99              0              2         463.38          47.88         492.26          76.76
209            426.7           0.85              0              0         475.56          48.86         494.84          68.14
210           427.22           5.68              0              2         492.26          65.04         499.11          71.89
212           430.68           1.82              0              2         499.11          68.43         500.68          69.99
216           448.67           8.14              0              2         500.68          52.01         502.21          53.54
217           451.45          12.95              0              2         502.21          50.76         503.79          52.34
218           453.52           9.37              0              2         503.79          50.27          505.2          51.68
219           453.57           3.05              0              2          505.2          51.63         507.76          54.19
226           463.56          11.69              0              2         507.76           44.2         508.22          44.66
230           470.14           2.88              0              2         508.22          38.08          516.3          46.16
235           476.39           3.09              0              2          516.3          39.91         516.55          40.16
211           427.77           0.66              0              0         494.84          67.07         521.46          93.69


Customers who did not stay:
Customer        Arrival        Service
Id              Time           Time
----            ----           ----
37             67.59           6.28
39             68.71           8.85
55             97.82           2.32
56             98.33            8.6
58            100.63          16.62
59            103.28          11.53
60            107.07          10.21
62            108.13           10.8
74            124.68           7.66
75            125.53           3.19
76             125.6           0.82
85            142.09           8.12
131           243.63          19.85
136           259.01           0.46
137           259.14           1.12
138           261.71           1.87
139           262.58           1.02
140           262.98           8.45
141           263.31          20.73
142           270.92           8.29
145           278.87           2.41
155           311.43            0.3
156           312.73          13.34
157           315.08           0.78
158           315.15           1.55
159            315.2          18.77
160           316.67           2.07
161           317.96           1.74
164           324.32           0.07
165           324.71           2.19
166           327.03          12.72
167           327.64          44.66
180           358.67           7.87
188           381.42          10.25
189           381.84          10.79
191           384.53          19.31
192           385.63           3.61
194           388.24          26.95
199            399.8          18.46
201           403.61           3.82
202           405.64           3.09
205           410.84           5.85
213           432.38           1.82
214           435.71           6.32
215           437.04          12.81
220           454.72           4.11
221            457.8           3.09
222           458.79           4.84
223           459.22           9.97
224           460.41          14.54
225           463.08           2.16
227           464.21           18.3
228           466.37           5.66
229           466.61           6.19
231           472.31          16.33
232           473.05           5.16
233           474.93           5.09
234           475.45           2.37
236           478.86          12.39
237           479.14          18.55
238           479.51           0.66
239           479.88           13.4
Number of Tellers: 6
Number of Queues: 1
Max number allowed to wait: 10
Customer arrival rate (per hr): 30.0
Customer service time (ave min): 8.0
Number of customers arrived: 240
Number of customers served: 178
Num. Turned Away: 62
Num. who waited: 172
Average Wait: 21.323978134714334 min.
Max Wait: 68.42823668461409 min.
Std. Dev. Wait: 14.361812818678773
Ave. Service: 7.714461829195049 min.
Ave. Waiter Wait: 22.06783783708809 min.
Ave. in System: 29.484389343705438 min.


Individual Customer Service Information:
Customer        Arrival        Service          Queue         Teller      Time Serv      Time Cust      Time Serv     Time Spent
ID              Time           Time            Loc            Loc         Begins          Waits           Ends         in Sys
----            ----           ----           ----           ----           ----           ----           ----           ----
0               0.65           3.33             -1              0           0.65              0           3.99           3.33
5               6.91           0.63             -1              4           6.91              0           7.54           0.63
2               3.39             10             -1              2           3.39              0          13.39             10
4               6.18           8.34             -1              3           6.18              0          14.52           8.34
1               2.58          12.48             -1              1           2.58              0          15.06          12.48
8                8.9           0.64              2              2          13.39            4.5          18.15           9.25
3               4.78          14.84             -1              0           4.78              0          19.61          14.84
6               7.48           6.32              0              0          19.61          12.13          22.51          15.02
9               9.71           8.56              3              3          14.52           4.81          23.44          13.73
13              13.4          16.89              2              2          18.15           4.75          24.86          11.46
16             13.68           8.47              3              3          23.44           9.76          26.17          12.49
7               7.53           5.04              1              1          15.06           7.53          26.45          18.92
17             14.63           9.52              3              3          26.17          11.54          27.87          13.24
15             13.64          23.92              2              2          24.86          11.23          30.54           16.9
14             13.46          13.13              1              1          26.45          12.99          40.85          27.39
25              23.9           5.01              3              3          27.87           3.97          43.56          19.65
18             15.56          13.78              1              1          40.85          25.29          44.99          29.43
24             21.04           7.55              1              1          44.99          23.96           46.6          25.56
21             18.51           4.59              2              2          30.54          12.02          47.52          29.01
29             25.15            2.3              3              3          43.56          18.41          50.28          25.13
27             24.21           2.71              2              2          47.52          23.31           52.2          27.99
12             13.27           2.69              0              0          22.51           9.23          54.89          41.61
33             29.88          16.54              1              1           46.6          16.72          56.09          26.22
37             34.08           2.19              1              1          56.09          22.01          56.19          22.11
22             19.61           4.49              0              0          54.89          35.27          56.66          37.04
43             37.65           0.68              1              1          56.19          18.54           56.7          19.05
23              20.2           0.71              0              0          56.66          36.45          58.95          38.75
28             25.07           8.67              2              2           52.2          27.12          61.16          36.08
48             41.08          10.04              1              1           56.7          15.62          64.34          23.26
50             45.97           3.76              1              1          64.34          18.38          64.42          18.45
26             24.11          13.26              0              0          58.95          34.83          67.55          43.44
35             30.93          15.43              2              2          61.16          30.23          72.69          41.76
51             47.87           6.78              1              1          64.42          16.55          72.77           24.9
32             27.92          15.91              3              3          50.28          22.35          72.79          44.87
34             30.31           3.83              3              3          72.79          42.48          73.31          43.01
39             35.18           8.58              3              3          73.31          38.13          76.72          41.54
54             48.84          11.95              1              1          72.77          23.93          77.51          28.67
45             38.69           3.78              3              3          76.72          38.03          77.89          39.19
53             48.43           2.11              3              3          77.89          29.46          79.21          30.78
38             34.85           2.07              2              2          72.69          37.84          88.03          53.18
36             33.46           7.68              0              0          67.55          34.09          88.89          55.43
60             57.45           4.18              1              1          77.51          20.06          89.29          31.84
42             37.34          18.15              0              0          88.89          51.54          89.44          52.09
56             50.06          13.98              3              3          79.21          29.15          90.34          40.28
49             41.87           1.76              0              0          89.44          47.57          93.99          52.12
59             55.79            3.6              3              3          90.34          34.55          94.43          38.64
44             37.97          41.67              2              2          88.03          50.06          97.75          59.78
61             58.79           2.32              1              1          89.29           30.5            100          41.21
64             59.62          16.62              1              1            100          40.37         100.53          40.91
69             64.05           0.13              1              1         100.53          36.48         108.55          44.49
73             66.03           7.62              3              3          94.43           28.4         111.34          45.31
52             48.28          10.75              2              2          97.75          49.47         111.56          63.28
71             64.99           3.99              1              1         108.55          43.55         113.98          48.99
72             65.57            1.8              1              1         113.98          48.42         115.65          50.09
55             49.44           2.26              2              2         111.56          62.12          117.3          67.86
57             54.04          17.04              2              2          117.3          63.26         117.83          63.79
65              61.5          15.16              2              2         117.83          56.33         118.78          57.28
80              71.8           4.12              3              3         111.34          39.54         122.33          50.53
70             64.31           2.68              2              2         118.78          54.46         124.27          59.95
83             74.11           3.19              3              3         122.33          48.22         125.68          51.58
58              55.7           8.17              0              0          93.99          38.28         125.83          70.13
62             59.15           7.92              0              0         125.83          66.68         127.55           68.4
79              71.8           1.39              2              2         124.27          52.47         128.33          56.54
85             74.93           4.03              3              3         125.68          50.75         132.95          58.02
84             74.18           0.82              2              2         128.33          54.16         133.44          59.26
93                84              9              2              2         133.44          49.43         133.49          49.49
78             71.02           5.65              1              1         115.65          44.63         134.94          63.92
82             73.02           6.54              1              1         134.94          61.93         135.46          62.45
63              59.3           4.84              0              0         127.55          68.25         136.43          77.12
100            92.97           3.34              2              2         133.49          40.51         136.87           43.9
88             77.75          14.71              1              1         135.46          57.71         138.27          60.52
89             78.61           6.34              3              3         132.95          54.34         140.76          62.16
92             81.22           6.56              1              1         138.27          57.05         141.48          60.27
90             79.13           7.38              3              3         140.76          61.64         144.46          65.33
106            97.77           6.79              2              2         136.87           39.1         148.57           50.8
91             80.09           6.36              3              3         144.46          64.36         150.28          70.19
107            98.17           0.65              2              2         148.57          50.41         152.29          54.13
99             90.23           2.08              1              1         141.48          51.26         158.58          68.35
68             63.21           10.8              0              0         136.43          73.21          165.4         102.19
94              85.1          26.31              3              3         150.28          65.18         166.41          81.31
75             67.83           1.29              0              0          165.4          97.57         167.64          99.81
77             69.24          19.51              0              0         167.64           98.4         169.23          99.99
87              75.4           5.52              0              0         169.23          93.83          170.9           95.5
101            93.36          25.75              3              3         166.41          73.05         177.01          83.65
105             95.8           3.61              1              1         158.58          62.78         184.57          88.77
121           111.77           5.55              2              2         152.29          40.53          187.5          75.74
125            119.7           3.03              2              2          187.5          67.81         187.57          67.88
126           120.33          19.83              2              2         187.57          67.25         189.12           68.8
109           100.89           6.39              1              1         184.57          83.68         191.99           91.1
103             95.3           3.31              3              3         177.01          81.71         194.94          99.64
110           102.47          10.72              1              1         191.99          89.52         195.62          93.16
108            98.47          18.51              3              3         194.94          96.48         195.92          97.45
97             87.11          12.74              0              0          170.9          83.79         196.38         109.27
119           108.55          15.96              1              1         195.62          87.07         200.83          92.28
128           124.95            0.3              2              2         189.12          64.17         201.84          76.89
129           125.05           4.33              2              2         201.84          76.79         203.03          77.98
98             89.85            3.9              0              0         196.38         106.54          203.7         113.86
102            94.51          13.19              0              0          203.7          109.2         203.86         109.35
124           114.87           3.88              1              1         200.83          85.96         205.06          90.19
104            95.65           0.64              0              0         203.86         108.21         205.96         110.31
127           124.02           1.19              1              1         205.06          81.04         206.74          82.72
133           133.77           1.24              2              2         203.03          69.26         207.56          73.79
135           138.61          11.19              2              2         207.56          68.95         208.07          69.46
122           112.86          19.02              3              3         195.92          83.05         208.44          95.58
131           126.99           3.81              0              0         205.96          78.97         210.67          83.68
139           143.42           3.09              2              2         208.07          64.65         213.26          69.84
130           126.51            1.6              3              3         208.44          81.93         216.31          89.79
137           143.14           13.5              3              3         216.31          73.17         219.46          76.32
144           145.13           7.86              2              2         213.26          68.13         223.17          78.04
134           135.96           5.84              1              1         206.74          70.78         225.72          89.77
140           144.06           3.74              3              3         219.46          75.41         229.22          85.17
148           149.13           8.33              2              2         223.17          74.04         230.75          81.62
132           131.87           2.35              0              0         210.67           78.8         230.81          98.94
143           144.49           0.01              3              3         229.22          84.74         233.34          88.85
141            144.1          11.39              0              0         230.81          86.71         236.41           92.3
145           145.58           0.49              3              3         233.34          87.77         236.43          90.85
149           150.29           30.2              3              3         236.43          86.14         239.31          89.02
136           138.65            8.8              1              1         225.72          87.07         241.06         102.41
150           152.72          13.51              2              2         230.75          78.03         242.75          90.03
166           167.51           3.53              3              3         239.31           71.8          243.3          75.79
138            143.3           6.55              1              1         241.06          97.76         244.04         100.75
182            187.9           2.19              2              2         242.75          54.85         244.57          56.67
165           165.42           2.15              0              0         236.41          70.99          244.8          79.38
167           169.56          10.25              0              0          244.8          75.24         248.83          79.27
171           177.31           5.45              3              3          243.3             66         256.63          79.33
142           144.26          11.76              1              1         244.04          99.78         256.85         112.59
185           196.27           1.59              3              3         256.63          60.36          259.2          62.92
197           212.51           8.83              3              3          259.2          46.68         260.15          47.64
168            173.1           3.27              0              0         248.83          75.73         261.78          88.67
169           173.91           8.68              0              0         261.78          87.86         266.87          92.95
202           214.66           12.2              3              3         260.15           45.5         268.86           54.2
203              217           0.35              3              3         268.86          51.86         269.31          52.32
158           159.48           1.12              1              1         256.85          97.37         275.15         115.68
206           219.76           4.86              3              3         269.31          49.55         279.41          59.65
186           197.56           2.43              0              0         266.87          69.31         280.26          82.71
181           185.52          12.69              1              1         275.15          89.63         283.38          97.85
190           204.33           0.08              0              0         280.26          75.93         285.47          81.14
183           190.23           2.43              2              2         244.57          54.34         291.11         100.88
188           202.93           2.92              2              2         291.11          88.18          291.3          88.37
189           203.73          11.59              2              2          291.3          87.56          293.3          89.56
216           230.49           4.61              3              3         279.41          48.91         303.22          72.72
194           208.12           0.91              2              2          293.3          85.18         306.49          98.37
195           210.26            2.7              2              2         306.49          96.24         306.54          96.29
192           206.41          10.13              0              0         285.47          79.06         315.84         109.43
196           211.68          46.16              0              0         315.84         104.16         316.25         104.57
219            233.8           3.27              3              3         303.22          69.42         316.32          82.52
184           196.03            0.8              1              1         283.38          87.35         317.03            121
224           237.54           0.37              3              3         316.32          78.78         317.12          79.59
187           201.39           0.75              1              1         317.03         115.63         323.03         121.63
198           212.84           7.95              0              0         316.25         103.41         324.45         111.61
200           214.02           2.37              2              2         306.54          92.52         325.95         111.93
217           230.96           1.88              0              0         324.45          93.49          326.3          95.33
201           214.49           3.83              2              2         325.95         111.46         326.43         111.94
225           240.02          19.06              3              3         317.12           77.1         330.53          90.51
210           224.23           4.61              2              2         326.43          102.2         330.63         106.41
191           205.48           3.13              1              1         323.03         117.55         331.74         126.27
193            207.7           9.28              1              1         331.74         124.04         338.63         130.92
232           243.53           6.32              3              3         330.53             87         343.68         100.15
246           259.31           6.19              3              3         343.68          84.37         344.49          85.18
199           213.14          19.19              1              1         338.63         125.48         345.11         131.97
218           231.77           3.82              2              2         330.63          98.86         349.88         118.11
211           226.16          22.51              1              1         345.11         118.95         353.06         126.89
231           243.08           6.78              2              2         349.88          106.8         356.76         113.68
223           237.53           27.7              0              0          326.3          88.77         361.74         124.21
247           259.94           5.87              3              3         344.49          84.55         370.72         110.78
248           260.66          16.33              3              3         370.72         110.06         371.87         111.21
233           244.85           3.24              0              0         361.74         116.89            376         131.15
236           252.04           9.37              2              2         356.76         104.72         377.37         125.33
235           249.42           8.28              0              0            376         126.58         379.75         130.32
227            241.2           0.85              1              1         353.06         111.85         382.03         140.83
234           246.64           8.14              1              1         382.03         135.39         384.96         138.31
260           268.88           8.08              3              3         371.87         102.99         386.08          117.2
292           292.56           4.46              2              2         377.37          84.81         386.61          94.05
245           258.52           8.66              1              1         384.96         126.43         387.34         128.82
293           292.75          17.68              2              2         386.61          93.86         388.66          95.91
250           262.84           2.07              0              0         379.75         116.91         389.39         126.55
272           275.42           7.43              1              1         387.34         111.92         389.65         114.23
256           266.92           3.41              0              0         389.39         122.47         390.11          123.2
281            281.6           2.73              0              0         390.11         108.51         390.13         108.53
284           285.58           3.43              0              0         390.13         104.54         393.15         107.56
294            294.6           3.68              2              2         388.66          94.06         397.61         103.01
308            307.7           3.64              2              2         397.61          89.91         397.84          90.14
318           316.24           3.57              0              0         393.15          76.91         398.35          82.11
264           270.09           6.41              3              3         386.08         115.99         403.21         133.12
309           308.76          13.98              2              2         397.84          89.08          405.7          96.94
320           319.95           9.61              0              0         398.35           78.4         406.71          86.77
277           279.79           3.24              3              3         403.21         123.42         407.23         127.44
327           326.42          13.34              0              0         406.71          80.29         407.67          81.25
328           327.26          16.81              2              2          405.7          78.44         407.93          80.68
304           305.29           0.53              3              3         407.23         101.94         409.01         103.72
329           327.34           0.54              0              0         407.67          80.33         411.17          83.83
319           319.35           8.57              3              3         409.01          89.66          416.8          97.46
363              362          19.71              0              0         411.17          49.17         419.87          57.86
322           321.48           3.13              3              3          416.8          95.32         420.48             99
330           327.77           1.85              2              2         407.93          80.17         425.97           98.2
335           335.28           2.71              3              3         420.48          85.19         432.74          97.46
334           334.08           4.23              2              2         425.97          91.89         433.75          99.68
345           344.63           3.35              3              3         432.74          88.11         434.11          89.48
346           344.69           2.18              3              3         434.11          89.42         437.02          92.34
354            351.4           1.79              2              2         433.75          82.36          438.6          87.21
375           376.87           2.25              0              0         419.87             43         440.08          63.21
373           372.76           1.62              3              3         437.02          64.27         442.41          69.65
378           379.84          13.42              0              0         440.08          60.24         444.54           64.7
283           284.25          12.38              1              1         389.65          105.4         444.66         160.41
321           319.96           3.23              1              1         444.66          124.7         444.91         124.95
383           390.09           3.35              0              0         444.54          54.45         445.83          55.74
374           372.95          24.69              3              3         442.41          69.46         446.66          73.71
384           390.41           5.86              0              0         445.83          55.42          448.3          57.89
388           393.05           0.72              3              3         446.66           53.6         451.09          58.04
401           404.14            7.4              3              3         451.09          46.96         452.52          48.38
358           359.31           1.86              2              2          438.6          79.29         453.17          93.86
406           409.33          12.43              3              3         452.52          43.19         455.53           46.2
410           413.37           1.34              3              3         455.53          42.16         456.28          42.91
385           390.69           2.17              0              0          448.3          57.61         460.53          69.84
389           394.78          18.29              0              0         460.53          65.75         463.97          69.19
396           400.27           9.63              0              0         463.97           63.7         466.52          66.25
413           421.37           5.82              3              3         456.28          34.91         466.62          45.25
324           323.11            1.3              1              1         444.91          121.8         467.41          144.3
377           379.54           15.6              2              2         453.17          73.63         475.54          96.01
382           389.83           9.45              2              2         475.54          85.72         477.02          87.19
415           421.74           3.79              3              3         466.62          44.88         477.76          56.02
431           434.98           2.53              3              3         477.76          42.78         479.57          44.59
433           436.89           4.26              3              3         479.57          42.68         479.65          42.76
333            332.4           0.17              1              1         467.41         135.01         485.81          153.4
434           437.38           7.66              3              3         479.65          42.27         488.72          51.35
405           406.83           2.05              0              0         466.52          59.68         490.13           83.3
440           444.33           6.77              3              3         488.72          44.39         490.33             46
341           340.29           6.47              1              1         485.81         145.52         490.73         150.44
445           448.29          17.68              3              3         490.33          42.04         490.75          42.46
347           345.73          12.85              1              1         490.73            145         491.51         145.78
355           353.06          24.14              1              1         491.51         138.45         492.17          139.1
447           451.66          19.36              3              3         490.75           39.1         492.83          41.17
387           392.41           8.09              2              2         477.02           84.6         494.72          102.3
379           384.77           1.97              1              1         492.17          107.4         500.31         115.55
380           385.97           0.89              1              1         500.31         114.35         500.93         114.96
381           387.39           2.89              1              1         500.93         113.54         503.66         116.27
449           453.06           5.46              3              3         492.83          39.77         504.68          51.62
407           411.16          14.46              0              0         490.13          78.98         506.87          95.72
451           456.42           5.18              3              3         504.68          48.26         508.61          52.19
408           411.43          22.83              0              0         506.87          95.45         508.63          97.21
452           457.33           9.01              3              3         508.61          51.28          511.3          53.97
414           421.48           6.37              0              0         508.63          87.16         513.95          92.47
395           397.74          36.45              2              2         494.72          96.98         514.25         116.52
439           444.26           6.45              0              0         513.95          69.69         514.37          70.12
